name|region|link|population|children|pupils|settl_num|revenue|rev_budg_ua|budget|dotation|dot_reverse|area|inst_num|school_13|school_12|school_1|kindergart|extracur|culture|physical|med_assist|dispensary|clinic|ambulance|build_gen|court|civil_prop|retirement|social_prot|fire_secur|treasury|local_govern|
Жовтанецька територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1285||||||||||||||||||||||||||||||||
Заболотцівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/759|2761|108|255|10|1738800|1588800  150000  867100  0|1588800  150000  867100  0|1588800  150000  867100  0|1588800  150000  867100  0|105646|21|1|1||4|0|9|0|3|0|1|0||true|true|true|true|true|true|true||
Луківська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/758|3928|299|366|7|9541200|1155000|154000|1751000|false|5468|17||||false|false|7|false|4|1|false|false||true|true|true|true|true|true|true||
Магерівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1356||||||||||||||||||||||||||||||||
Міженецька територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/757|2195|67|183|6|5283600|842600|false|989700|false|875|16|||1|false|false|8|false|5|1|false|false||true|true|true|true|true|true|true||
Мостиська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1093||||||||||||||||||||||||||||||||
Нижанковицька територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1286||||||||||||||||||||||||||||||||
Новокалинівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/756|7263|447|658|8|22939400|9714600|70000|1078000||10908|||||false|false|7||4|3|false|false||true|true|true|true|true|true|true||
Новоміська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/755|5295|216|432|14|13932500|1006400|false|3684300|false|1836|44|||2|1|false|22|false|12|1|false|false||true|true|true|true|true|true|true||
Новострілищинська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/754||179||11|3200300     2074400  0  1125900  0|3200300     2074400  0  1125900  0|3200300     2074400  0  1125900  0|3200300     2074400  0  1125900  0|3200300     2074400  0  1125900  0|71936||||||0||0||||1|||false||false|false||true||
Розвадівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1357||||||||||||||||||||||||||||||||
Судововишнянська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1094||||||||||||||||||||||||||||||||
Тростянецька територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1242|7908|621||17|11795600  8919500  2876100  0|11795600  8919500  2876100  0|11795600  8919500  2876100  0|11795600  8919500  2876100  0|11795600  8919500  2876100  0|1904|42|||||0||0||||0|||false||false|false||true||
Ходорівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1079||1987|2591||||false|8277400|false||||||4|1|70|1|21|З|1|1||false|false|false|false|true|false|||
Чукв’янська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/752|3560|278|374|7|9047100|923700||1588400||7682|20||||false|false|5||4|1|false|false||true|true|true|true|true|true|true||
Шегинівська територіальна громада|Львівська область|http://decentralization.gov.ua/region/common/id/1287||||||||||||||||||||||||||||||||
Баштанська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1176||||||||||||||||||||||||||||||||
Благодатненська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1288||||||||||||||||||||||||||||||||
Бузька територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1198||||||||||||||||||||||||||||||||
Веселинівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1182||||||||||||||||||||||||||||||||
Веснянська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1193||||||||||||||||||||||||||||||||
Воскресенська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1186||||||||||||||||||||||||||||||||
Галицинівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1187||||||||||||||||||||||||||||||||
Доманівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1184||||||||||||||||||||||||||||||||
Дорошівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1358||||||||||||||||||||||||||||||||
Кам’яномостівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1289||||||||||||||||||||||||||||||||
Коблівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1290||||||||||||||||||||||||||||||||
Куцурубська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/767||||||||||||||||||||||||||||||||
Михайлівська (Улянівська) територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1332||||||||||||||||||||||||||||||||
Мостівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1331||||||||||||||||||||||||||||||||
Нечаянська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1291||||||||||||||||||||||||||||||||
Олександрівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1329||||||||||||||||||||||||||||||||
Ольшанська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1194||||||||||||||||||||||||||||||||
Прибужанівська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1330||||||||||||||||||||||||||||||||
Чорноморська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1333||||||||||||||||||||||||||||||||
Шевченківська територіальна громада|Миколаївська область|http://decentralization.gov.ua/region/common/id/1189||||||||||||||||||||||||||||||||
Балтська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/2|33151|978|3061|28|38 899|34 194|810|4 624|00|8546|95|3|4|1|15|3|48|1|15|4|1|false||true|true|true|true|true|true|true||
Біляївська  територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/5|13639|1351|1854|3|25 933,2|28 047,9|00|00|2 114,7|1930|20|4|false|false|3|1|7|1|2|false|1|1||true|true|true|true|true|true|true||
Великомихайлівська  територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/6|12818|1477|2347|25|14 292,6|12 197,7|00|2 094,9|00|4949|26|5|1||3|1|7|1|4|2|1|1||true|true|true|true|true|true|true||
Затишанська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/15||||||||||||||||||||||||||||||||
Коноплянська  територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/16|4972|710|640|15|5 207 200|4 264 700|0|942 500|0|3146|33|||0|3|0|17|0|5|1|0|0||false|false|false|false|false|false|true||
Красносільська  територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/7|10890|914|968|7|20 358,3|18 091|2 015,2|2521|00|2466|19|1|3|1|2|false|5|false|4|2|false|1||true|true|true|true|true|true|true||
Маразліївська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/8|6008|430|530|8|7 317,7|5 776,9|00|1 540,8|00|2521|25|3|1|false|5|false|10|false|4|1|false|1|true|true|true|true|true|true|true|true||
Розквітівська  територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/3|4338|348|500|14|39285|28586||10699||2368|26|3|false|false|4|false|12|false|5|1|false|1||true|true|true|true|true|true|true||
Тузлівська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/27|2601|186|249|7|3 690|2 787,9|265|8755|00|101|14|1|false|false|1|false|6|1|3|1|false|1||true|true|true|true|true|true|true||
Червоноармійська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/4|2326|181|305|6|3 324,8|3 038,5|00|2863|00|2078|20|2|1|false|3|false|9|false|4|1|false|false||true|true|true|true|true|true|true||
Ширяївська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/1292||||||||||||||||||||||||||||||||
Яськівська територіальна громада|Одеська область|http://decentralization.gov.ua/region/common/id/1359||||||||||||||||||||||||||||||||
Білоцерківська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/619|4921|389|427|18|44701||0|0|9510|200|27|||false|3|false|12|false|6|1|false|false|4|false|1|1|1|false|1|1||
Великобагачанська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1360||||||||||||||||||||||||||||||||
Великосорочинська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1293||||||||||||||||||||||||||||||||
Глобинська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/626|16265|1356|1577|23|405290||0|0|80883|353|53|||false|7|3|16|1|14|2|1|1|6|1|1|1|1|1|1|1||
Засульська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/632||||||||||||||||||||||||||||||||
Клепачівська  територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/947|2931|150|310|12|89033||0|0|0|1268|20||||2|false|8|false|5|1|false|false|6|1|1|1|1|1|1|1||
Недогарківська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/949|3819|245|379|5|47319||50|7869|0|872|10||||2|false|3|false|1|2|false|false|6|1|1|1|1|1|1|1||
Новоаврамівська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1243|2910|155|283|10|7107900||0|0|0|1372|32|||0|3|0|16|0|7|2|0|0||true|true|true|true|true|true|true||
Омельницька територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/650|5487|342|568|20|76963||0|0|0|109|18||||4||4||7|1|||6|1|1|1|1|1|1|1||
Пирятинська  територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/948|17299|683|1924|10|||200|||976|29||||7|2|9|2|2|false|1|false|6|1|1|1|1|1|1|1||
Піщанська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/946|8457|||7|9339||0|0|0|7803|12||||3|false|3|false|1|2|false|false|6||1|||||1||
Покровсько-Багачанська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/653|2600|300|300|7|30387||0|0|0|121|20||||3|false|8|false|4|2|false|false|6|1|1|1|1|1|1|1||
Пришибська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/945|2046|120|145|5|88235||0|7437|0|92|10|||false|1|false|3|1|2|1|false|1|6|1|1|1|1|1|1|1||
Решетилівська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1294||||||||||||||||||||||||||||||||
Рокитянська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1361||||||||||||||||||||||||||||||||
Семенівська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/659|7528|522|959|4|133337||0|8544|0|251|22||||2|3|9|false|2|1|1|1|6|1|1|1|1|1|1|1||
Сергіївська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/1334||||||||||||||||||||||||||||||||
Скороходівська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/614|5055|473|448|9|9211700||0|1174600|0|1356|17||||4|0|6|0|4|1|0|0||true|true|true|true|true|true|true||
Червонознам’янська територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/663|5162|334|431|5|52294||0|1794|0|82.69|14||||3|false|4|false|3|1|false|false|6|1|1|1|1|1|1|1||
Шишацька територіальна громада|Полтавська область|http://decentralization.gov.ua/region/common/id/666|15307|976|1915|63|336966||0|0|20922|608|64||||13|2|20|1|8|6|1|1|10|1|2|1|4|1|1|1||
Бабинська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/40|3618|303|456|4|2656975|1981736  -  675239  -|1981736  -  675239  -|1981736  -  675239  -|1981736  -  675239  -|54725|15|2|1|false|1|false|7|false|3|1|false|false||1|1|1|1|1|1|true||
Бокіймівська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1362||||||||||||||||||||||||||||||||
Боремельська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1335||||||||||||||||||||||||||||||||
Бугринська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/41|4216|341|456|12|2023279|1443279  -  580000  -|1443279  -  580000  -|1443279  -  580000  -|1443279  -  580000  -|139506|41|2|2|false|2|false|8|false|6|1|false|1||1|1|1|1|1|1|true||
Висоцька територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1248||||||||||||||||||||||||||||||||
Деражненська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/56||||||||||||||||||||||||||||||||
Клесівська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/73|10191|1162|1537|7|12635900|12635900|false|false|false|33773|30|2|2|2|5|false|11|false|4|2|1|1||true|true|true|true|true|true|true||
Козинська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1259||||||||||||||||||||||||||||||||
Крупецька  територіальна  громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1246|5968|439|834|16|6 342 826,8|5 719 192,80|0|623 634,00|0|1801|28|3|2||7|0|4|0|10|1|0|0||1|1|1|1|1|1|1||
Локницька територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1258||||||||||||||||||||||||||||||||
Миляцька територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/796|7031|901|1162|9|4896391|2408067|false|2488324|false|4243|23|||false|3|false|6|false|6|2|false|false|false|false|1|1|1|false|1|4||
Мирогощанська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1257||||||||||||||||||||||||||||||||
Млинівська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/59||||||||||||||||||||||||||||||||
Острожецька територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/60||||||||||||||||||||||||||||||||
Підлозцівська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/61|1871|222|337|8|11308454|1090697,4     -     40148  -|1090697,4     -     40148  -|1090697,4     -     40148  -|1090697,4     -     40148  -|63364|10|2|false|false|2|false|4|false|1|1|false|false||1|1|1|1|1|1|1||
Пісківська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1249||||||||||||||||||||||||||||||||
Привільненська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1245|3047|269|422|7|6848095|5148695|0|1699400|0|8236|19|1|1||1|false|7|1|7|false|false|false||1|1|1|1|1|1|1||
Радивилівська територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/65|16387|1211|2086|18|14 458 799,64|12 421 639,64|50 000,00|1 987 160,00|0|14349|35|6|1||6|3|8|1|5|3|1|1||1|1|1|1|1|1|1||
Смизька територіальна громада|Рівненська область|http://decentralization.gov.ua/region/common/id/1247||||||||||||||||||||||||||||||||
Бездрицька територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/1295|4038|231|305|4|11014800|6523200|false|1292200|false|8269|11|||false|2|false|4|1|false|2|false|false|true|true|true|true|true|true|true|true||
Березівська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/81|5691|311|518|21|14444400|12800000|false|1644400|false|4651|30|||false|false|false|15|false|6|3|false|false||true|true|true|true|true|true|true||
Боромлянська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/83|6462|373|511|12|11585643|10537813|79930|967900|false|30502|11|||false|1|1|3|1|1|1|false|1|7|1|1|1|1|2|1|2||
Бочечківська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/1363||||||||||||||||||||||||||||||||
Вільшанська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/90|5117|92|316|22|15152400|8894200|false|1228800|false|25851|32|||false|2|false|16|false|7|2|false|false|true|true|true|true|true|true|true|true||
Грунська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/92|5781|239|364|17|7460100|5541200|false|1918900|false|24699|29|||false|4|false|12|false|4|1|2|1||true|true|true|true|true|true|true||
Дружбівська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/94|5560|391|502|12|19483800|7706600|false|175700|false|12613|19||||3|false|9|false|2|false|1|1||true|true|true|true|true|true|true||
Зноб-Новгородська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/96|4760|140|422|27|17010700|5713700|false|1445100|false|4691|50|||2|1|false|27|false|11|1|1|1||false|false|false|false|true|false|true||
Кириківська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/1296|6918|341|583|14|23019300|8035600|false|2212400|false|2658|34|||false|6|false|15|false|4|4|false|false|true|true|true|true|true|true|true|true||
Краснопільська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/99||||||||||||||||||||||||||||||||
Кролевецька територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/100||||||||||||||||||||||||||||||||
Миколаївська територіальна громада (селищна)|Сумська область|http://decentralization.gov.ua/region/common/id/1297|10399|472|1106|39|34860800|17161300|false|2591000|false|457349|52|||false|3|false|25|false|12|2|1|false|true|true|true|true|true|true|true|true||
Миколаївська територіальна громада (сільська)|Сумська область|http://decentralization.gov.ua/region/common/id/103|3839|137|284|20|12003700|7609500|false|false|false|23361|21|||false|1|1|10|false|4|2|false|false|true|true|true|true|true|true|true|true||
Миропільська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/1298|4428|289|477|10|15354700|7113653|false|1799653|false|2986|29|||false|1|false|15|false|7|2|false|false||true|true|true|true|true|true|true||
Недригайлівська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/104|8870|273|687|23|29748600|17340300|350800|566700|false|233|45|||false|6|1|17|false|10|3|2|1|true|true|true|true|true|true|true|true||
Нижньосироватська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/1299|6007|328|429|5|11660700|5475200|false|2337000|false|1658|11|||false|2|false|5|false||2|false|false|true|true|true|true|true|true|true|true||
Хотінська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/119|4950|269|413|10|14347600|7958200|false|1064200|false|17655|23|||1|3|false|11|false|4|2|false|false|true|true|true|true|true|true|true|true||
Шалигинська територіальна громада|Сумська область|http://decentralization.gov.ua/region/common/id/124|4266|98|328|9|7620700|6861900|false|758900|false|25752|23|||false|1|false|11|false|6|1|false|false||true|true|true|true|true|true|true||
Байковецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/794|5614|380|623|7|200921|198468|18775||34955|862||1|4|0|1|1|6|4|5|1|0|0||true|true|true|true|true|true|true||
Білобожницька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/793|3885|190|493|6|16272|12235||8554||743||1|2|0|3|0|7|1|5|1|0|0||true|true|true|true|true|true|true||
Більче-Золотецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1301||||||||||||||||||||||||||||||||
Борсуківська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1302||||||||||||||||||||||||||||||||
Борщівська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1336||||||||||||||||||||||||||||||||
Васильковецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/792|6322|364|762|6|94072|83698|296||10078|1260||2|4|1|5|2|5|4|4|3|false|false||true|true|true|true|true|true|true||
Великогаївська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/791|11187|748|1318|14|131217|104203||27014||1420||3|2|1|4|2|14|5|11|0|1|false||true|true|true|true|true|true|true||
Великодедеркальська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1303||||||||||||||||||||||||||||||||
Вишнівецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1304||||||||||||||||||||||||||||||||
Гримайлівська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1305||||||||||||||||||||||||||||||||
Гусятинська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/790|8391|77|149|4|140353|127216|5379|7757||350||1|2|0|3|1|3|1|3|1|1|0||true|true|true|true|true|true|true||
Заводська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/789|4463|257|622|2|45842|43907|8946|||288||1|1|0|2|0|2|2|1|1|0|0||true|true|true|true|true|true|true||
Залозецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1306||||||||||||||||||||||||||||||||
Золотниківська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/788|8204|403|855|21|68124|42523|56|25546||2840||3|7|1|6|1|15|4|16|2|1|false||true|true|true|true|true|true|true||
Золотопотіцька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/787|10914|812|1606|11|96048|23844|206|71998||1240||4|3|4|11|1|8|4|9|2|1|0||true|true|true|true|true|true|true||
Іванівська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/771|4482|241|452|5|35420|24332||11088||1100||2|3|false|5|1|4|3|3|2|false|false||true|true|true|true|true|true|true||
Козлівська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/786|4648|310|736|5|66646|46446|677|19523||960||0|3|0|1|1|3|3|4|1|1|0||true|true|true|true|true|true|true||
Колиндянська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/785|4696|242|463|6|14979|12774||28113||1080||2|2|1|5|1|5|4|4|2|0|0||true|true|true|true|true|true|true||
Колодненська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/784|2830|134|460|5|15460|13655||||790||1|2|1|1|0|3|1|3|2|0|0||true|true|true|true|true|true|true||
Коропецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/783|4900|63|182|6|12099|11832|267|||680||1|1|3|1|1|4|2|5|1|1|0||true|true|true|true|true|true|true||
Коцюбинська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1307||||||||||||||||||||||||||||||||
Лопушненська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/782|2317|187|344|6|6391|6181|210|||550||1|3|0|0|0|4|2|3|1|0|0||true|true|true|true|true|true|true||
Мельнице-Подільська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/781|16206|882|2113|20|14 365,8|4 057,2|1342|101745||2230||5|5|4|7|1|20|5|16|4|1|0||true|true|true|true|true|true|true||
Микулинецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/780|7993|624|1121|7|74259|52396|1544|20319||940||1|2|2|3|3|7|4|4|1|1|false||true|true|true|true|true|true|true||
Новосільська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/799|3496|196|483|8|25830|13142||12688||920||1|1|1|2|1|9|4|2|1|0|false||true|true|true|true|true|true|true||
Озернянська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/778|6366|356|687|8|48911|17350||31561||1270||1|3|3|2|1|7|3|6|2|0|false||true|true|true|true|true|true|true||
Озерянська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/777|2644|131|302|5|12409|11914|495|||570||1|1|2|1|0|4|2|4|1|0|0||true|true|true|true|true|true|true||
Підволочиська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/775|19855|967|2199|23|204695|162513||42182||3500||6|9|2|12|3|35|12|17|4|1|false||true|true|true|true|true|true|true||
Почаївська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/776|9455|80|178|4|56645|55207|1438|||540||1|1|1|1|1|2|2|2|1|1|0||true|true|true|true|true|true|true||
Скала-Подільська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/774|9660|558|924|12|85462|43858|5101|41094||1499||3|4|1|6|1|13|6|8|4|0|0||true|true|true|true|true|true|true||
Скалатська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/773|14478|767|1378|16|135276|91225||44051||2240||5|4|3|10|2|29|9|12|5|1|false||true|true|true|true|true|true|true||
Скориківська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/772|4066|217|453|14|31734|30670|90|7619||1440||2|3|2|4|1|12|5|10|1|0|0||true|true|true|true|true|true|true||
Теребовлянська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/770|30698|1049|2281|26|286789|211626|4386|70778||3990||6|11|4|10|3|13|9|16|5|1|false||true|true|true|true|true|true|true||
Трибухівська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1308||||||||||||||||||||||||||||||||
Черниховецька територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/1309||||||||||||||||||||||||||||||||
Шумська територіальна громада|Тернопільська область|http://decentralization.gov.ua/region/common/id/769|21297|1457|2966|36|195026|115318|1941|77767||4995||7|13|5|3|2|41|9|32|3|1|0||true|true|true|true|true|true|true||
Мереф’янська територіальна громада|Харківська область|http://decentralization.gov.ua/region/common/id/841|25753|1394|2696|7|58242557|29938800 0|29938800 0|433500|433500|9955|34||||5|0|12|1|4|3|1|false||1|1|1|1|1||2||
Нововодолазька територіальна громада|Харківська область|http://decentralization.gov.ua/region/common/id/834||||||||||||||||||||||||||||||||
Роганська територіальна громада|Харківська область|http://decentralization.gov.ua/region/common/id/843||||||||||||||||||||||||||||||||
Старосалтівська територіальна громада|Харківська область|http://decentralization.gov.ua/region/common/id/818|8924|543|752|20|14 125 200|10 175 800|905 600|3 043 800||4726|36||||3||16|false|5|5|false|false||Приміщення опорного пункту СтаросалтівськогоПОМ   '|Приміщення селищної ради|Приміщення денного стаціонару лікарні|Приміщення денного стаціонару лікарні|Приміщення МЧС|Приміщення колишньої аптеки|Приміщення селищної ради||
Чкаловська територіальна громада|Харківська область|http://decentralization.gov.ua/region/common/id/1250||595|1349|||157273|||1841||||||||13||2|4||||true|true|true|true|true|true|||
Асканіє-Нова територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/940||||||||||||||||||||||||||||||||
Великокопанівська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/937||||||||||||||||||||||||||||||||
Виноградівська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/938||||||||||||||||||||||||||||||||
Гладківська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1310||||||||||||||||||||||||||||||||
Горностаївська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/919||||||||||||||||||||||||||||||||
Зеленопідська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1312||||||||||||||||||||||||||||||||
Каланчацька територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/921||||||||||||||||||||||||||||||||
Кочубеївська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/768||192||14|3 961 300,00|3 184 900||776 400|false|206234|28||||5|false|12|false|5|2|false|false|9 (49 кабінетів)|4 (6 кабінети)|1 (2 кабінети)|1 (2 кабінети)|1 (2 кабінети)|1 (2 кабінети)|1 (2 кабінети)|4 (33 кабінети)||
Мирненська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1313||||||||||||||||||||||||||||||||
Музиківська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1337||||||||||||||||||||||||||||||||
Присиваська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/942||||||||||||||||||||||||||||||||
Тавричанська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1314||||||||||||||||||||||||||||||||
Хрестівська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/1338||||||||||||||||||||||||||||||||
Чаплинська територіальна громада|Херсонська область|http://decentralization.gov.ua/region/common/id/941||||||||||||||||||||||||||||||||
Берездівська територіальна громада|Хмельницька область|http://decentralization.gov.ua/region/common/id/562|8726|227|790||7711790|5422690||2289100|false|102347|76|||||10||34|||||||true|true|true|true|true|true||
Війтовецька територіальна громада|Хмельницька область|http://decentralization.gov.ua/region/common/id/566|7699     796|239|557|17|156819|5690,92     932,2  2426  –|5690,92     932,2  2426  –|5690,92     932,2  2426  –|5690,92     932,2  2426  –|265||4|3||6||24|1|11|1|-  1|-  1||true|true|true|true|true|true|true||
