name|Гірсівська територіальна громада
region|Запорізька область
id|id191
link|http://decentralization.gov.ua/region/common/id/1278
0|1|2|3
село|Громади|Бюджети|Водопостачання
Вікторівка|Гірсівська територіальна громада||
Волна|Гірсівська територіальна громада||
Гірсівка|Гірсівська територіальна громада||
Дунаївка|Гірсівська територіальна громада||
Надеждине|Гірсівська територіальна громада||
