name|Маломихайлівська територіальна громада
region|Дніпропетровська область
id|id161
link|http://decentralization.gov.ua/region/common/id/992
0|1|2|3
село|Громади|Бюджети|Водопостачання
Гаврилівка|Маломихайлівська територіальна громада||
Маломихайлівка|Маломихайлівська територіальна громада||
Підгаврилівка|Маломихайлівська територіальна громада||
Яблунівка|Маломихайлівська територіальна громада||
