name|Великосеверинівська територіальна громада
region|Кіровоградська область
id|id222
link|http://decentralization.gov.ua/region/common/id/1355
0|1|2|3
село|Громади|Бюджети|Водопостачання
Велика Северинка|Великосеверинівська територіальна громада||
Кандаурове|Великосеверинівська територіальна громада||
Лозуватка|Великосеверинівська територіальна громада||
Оситняжка|Великосеверинівська територіальна громада||
Петрове|Великосеверинівська територіальна громада||
Підгайці|Великосеверинівська територіальна громада||
