name|Мурафська територіальна громада
region|Вінницька область
id|id113
link|http://decentralization.gov.ua/region/common/id/348
0|1|2|3
село|Громади|Бюджети|Водопостачання
Довжок|Мурафська територіальна громада||
Клекотина|Мурафська територіальна громада||
Мурафа|Мурафська територіальна громада||
