name|Нивотрудівська територіальна громада
region|Дніпропетровська область
id|id164
link|http://decentralization.gov.ua/region/common/id/734
0|1|2|3
село|Громади|Бюджети|Водопостачання
Вiльне|Нивотрудівська територіальна громада||
Веселі Чумаки|Нивотрудівська територіальна громада||
Єлізаветпілля|Нивотрудівська територіальна громада||
Нива Трудова|Нивотрудівська територіальна громада||
Пам’ять Іллічя|Нивотрудівська територіальна громада||
Садове|Нивотрудівська територіальна громада||
Солдатське|Нивотрудівська територіальна громада||
Червона Зірка|Нивотрудівська територіальна громада||
