name|Великобагачанська територіальна громада
region|Полтавська область
id|id330
link|http://decentralization.gov.ua/region/common/id/1360
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Велика Багачка|Великобагачанська територіальна громада||
