name|Великодедеркальська територіальна громада
region|Тернопільська область
id|id393
link|http://decentralization.gov.ua/region/common/id/1303
0|1|2|3
село|Громади|Бюджети|Водопостачання
Великі Дедеркали|Великодедеркальська територіальна громада||
Вовківці|Великодедеркальська територіальна громада||
Малі Дедеркали|Великодедеркальська територіальна громада||
Мізюринці|Великодедеркальська територіальна громада||
Радошівка|Великодедеркальська територіальна громада||
Садки|Великодедеркальська територіальна громада||
Шкроботівка|Великодедеркальська територіальна громада||
