name|Лихівська територіальна громада
region|Дніпропетровська область
id|id159
link|http://decentralization.gov.ua/region/common/id/995
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Лихівка|Лихівська територіальна громада||
