name|Чернігівська територіальна громада
region|Запорізька область
id|id206
link|http://decentralization.gov.ua/region/common/id/463
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Чернігівка|Чернігівська територіальна громада||
