name|Ольшанська територіальна громада
region|Миколаївська область
id|id313
link|http://decentralization.gov.ua/region/common/id/1194
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Ольшанське|Ольшанська територіальна громада||
