name|Брусилівська територіальна громада
region|Житомирська область
id|id238
link|http://decentralization.gov.ua/region/common/id/675
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Брусилів|Брусилівська територіальна громада||
