name|Андрушківська територіальна громада
region|Житомирська область
id|id234
link|http://decentralization.gov.ua/region/common/id/671
0|1|2|3
село|Громади|Бюджети|Водопостачання
Андрушки|Андрушківська територіальна громада||
Василівка|Андрушківська територіальна громада||
Макарівка|Андрушківська територіальна громада||
Харліївка|Андрушківська територіальна громада||
