name|Хорошівська територіальна громада
region|Житомирська область
id|id262
link|http://decentralization.gov.ua/region/common/id/1275
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Хорошів|Хорошівська територіальна громада||
