name|Коцюбинська територіальна громада
region|Тернопільська область
id|id406
link|http://decentralization.gov.ua/region/common/id/1307
0|1|2|3
село|Громади|Бюджети|Водопостачання
Жабинці|Коцюбинська територіальна громада||
Коцюбинці|Коцюбинська територіальна громада||
Чагарі|Коцюбинська територіальна громада||
