name|Великосорочинська територіальна громада
region|Полтавська область
id|id331
link|http://decentralization.gov.ua/region/common/id/1293
0|1|2|3
село|Громади|Бюджети|Водопостачання
Великі Сорочинці|Великосорочинська територіальна громада||
Іващенки|Великосорочинська територіальна громада||
Купівщина|Великосорочинська територіальна громада||
Полив’яне|Великосорочинська територіальна громада||
Радченки|Великосорочинська територіальна громада||
