name|Великолюбінська територіальна громада
region|Львівська область
id|id274
link|http://decentralization.gov.ua/region/common/id/1071
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Великий Любінь|Великолюбінська територіальна громада||
