name|Жданівська територіальна громада
region|Вінницька область
id|id107
link|http://decentralization.gov.ua/region/common/id/338
0|1|2|3
село|Громади|Бюджети|Водопостачання
Війтівці|Жданівська територіальна громада||
Дібрівка|Жданівська територіальна громада||
Качанівка|Жданівська територіальна громада||
Ольгине|Жданівська територіальна громада||
Семки|Жданівська територіальна громада||
