name|Нижанковицька територіальна громада
region|Львівська область
id|id287
link|http://decentralization.gov.ua/region/common/id/1286
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Нижанковичі|Нижанковицька територіальна громада||
