name|Ротмістрівська територіальна громада
region|Черкаська область
id|id471
link|http://decentralization.gov.ua/region/common/id/530
0|1|2|3
село|Громади|Бюджети|Водопостачання
Ковалиха|Ротмістрівська територіальна громада||
Куцівка|Ротмістрівська територіальна громада||
Мельниківка|Ротмістрівська територіальна громада||
Ротмістрівка|Ротмістрівська територіальна громада||
