name|Горностаївська територіальна громада
region|Херсонська область
id|id431
link|http://decentralization.gov.ua/region/common/id/919
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Горностаївка|Горностаївська територіальна громада||
