name|Ганнівська територіальна громада
region|Кіровоградська область
id|id223
link|http://decentralization.gov.ua/region/common/id/1163
0|1|2|3
село|Громади|Бюджети|Водопостачання
Ганнівка|Ганнівська територіальна громада||
Григорівка|Ганнівська територіальна громада||
Громуха|Ганнівська територіальна громада||
Караказелівка|Ганнівська територіальна громада||
Острівка|Ганнівська територіальна громада||
Шишкине|Ганнівська територіальна громада||
Шутеньке|Ганнівська територіальна громада||
Юр’ївка|Ганнівська територіальна громада||
