name|Краснопільська територіальна громада
region|Сумська область
id|id377
link|http://decentralization.gov.ua/region/common/id/99
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Краснопілля|Краснопільська територіальна громада||
Угроїди|Краснопільська територіальна громада||
