name|Тереблеченська територіальна громада
region|Чернівецька область
id|id492
link|http://decentralization.gov.ua/region/common/id/1318
0|1|2|3
село|Громади|Бюджети|Водопостачання
Верхні Синівці|Тереблеченська територіальна громада||
Горбівці|Тереблеченська територіальна громада||
Нижні Синівці|Тереблеченська територіальна громада||
Тереблече|Тереблеченська територіальна громада||
