name|Дорошівська територіальна громада
region|Миколаївська область
id|id305
link|http://decentralization.gov.ua/region/common/id/1358
0|1|2|3
село|Громади|Бюджети|Водопостачання
Білоусівка|Дорошівська територіальна громада||
Дорошівка|Дорошівська територіальна громада||
