name|Асканіє-Нова територіальна громада
region|Херсонська область
id|id427
link|http://decentralization.gov.ua/region/common/id/940
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Асканія-Нова|Асканіє-Нова територіальна громада||
