name|Веселинівська територіальна громада
region|Миколаївська область
id|id300
link|http://decentralization.gov.ua/region/common/id/1182
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Веселинове|Веселинівська територіальна громада||
Токарівка|Веселинівська територіальна громада||
