name|Гримайлівська територіальна громада
region|Тернопільська область
id|id395
link|http://decentralization.gov.ua/region/common/id/1305
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Гримайлів|Гримайлівська територіальна громада||
