name|Томашпільська територіальна громада
region|Вінницька область
id|id121
link|http://decentralization.gov.ua/region/common/id/329
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Томашпіль|Томашпільська територіальна громада||
