name|Білокоровицька територіальна громада
region|Житомирська область
id|id237
link|http://decentralization.gov.ua/region/common/id/1269
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Бучмани|Білокоровицька територіальна громада||
Нові Білокоровичі|Білокоровицька територіальна громада||
