name|Вороновицька територіальна громада
region|Вінницька область
id|id104
link|http://decentralization.gov.ua/region/common/id/262
0|1|2|3
смт|Громади|Бюджети|Водопостачання
Вороновиця|Вороновицька територіальна громада||
