name|Великоандрусівська територіальна громада
region|Кіровоградська область
id|id221
link|http://decentralization.gov.ua/region/common/id/1282
0|1|2|3
село|Громади|Бюджети|Водопостачання
Бабичівка|Великоандрусівська територіальна громада||
Велика Андрусівка|Великоандрусівська територіальна громада||
Вищепанівка|Великоандрусівська територіальна громада||
Калантаїв|Великоандрусівська територіальна громада||
Нагірне|Великоандрусівська територіальна громада||
Подорожнє|Великоандрусівська територіальна громада||
Сніжкова Балка|Великоандрусівська територіальна громада||
